order_id,week,comment
GC-105066,3,Packaging waste was excessive and it's not worth the price.
GC-104896,1,The recipes got really repetitive and boring after a while.
GC-102853,6,The meals just weren't very tasty. Cancelling for good.
GC-106141,6,Overpriced compared to just buying groceries myself.
GC-107006,7,"Relocating for work, changing address soon. Really enjoyed the organic ingredients."
GC-103968,1,The meals just weren't very tasty. Cancelling for good.
GC-105497,2,Overpriced compared to just buying groceries myself.
GC-107436,5,Quality went downhill and I'm done with it. Never again.
GC-110140,5,Quality went downhill and I'm done with it. Never again.
GC-105760,1,Quality went downhill and I'm done with it. Never again.
GC-104197,6,The recipes got really repetitive and boring after a while.
GC-112440,1,Portions were small and the seasoning was bland. Disappointed.
GC-105655,8,Packaging waste was excessive and it's not worth the price.
GC-106067,4,Quality went downhill and I'm done with it. Never again.
GC-104546,3,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients.
GC-114083,4,Found a cheaper service that I like better.
GC-103654,7,no comment
GC-114127,8,Portions were small and the seasoning was bland. Disappointed.
GC-104471,8,Way too expensive for what you get. Not worth it.
GC-111802,3,Portions were small and the seasoning was bland. Disappointed.
GC-102524,5,The meals just weren't very tasty. Cancelling for good.
GC-105677,6,Found a cheaper service that I like better.
GC-104589,6,"My schedule got really hectic this semester, just too busy to keep up. Great variety though."
GC-110143,8,Way too expensive for what you get. Not worth it.
GC-109921,2,New shift means I'm never home for dinner. I really enjoyed the recipes. I'll come back once I can.
GC-112397,6,Overpriced compared to just buying groceries myself.
GC-107384,1,Found a cheaper service that I like better.
GC-106993,2,quit
GC-103405,6,The meals just weren't very tasty. Cancelling for good.
GC-105321,2,stop
GC-110062,7,.
GC-104737,2,"The food quality is great, just need to cut back on spending until my finances recover."
GC-103205,6,I absolutely love these meals but money is really tight right now and I can't afford it this month. Hope to be back soon!
GC-111607,8,Found a cheaper service that I like better.
GC-103390,7,The recipes got really repetitive and boring after a while.
GC-108261,6,"Too many ingredients to prep, more work than it's worth."
GC-107622,7,Overpriced compared to just buying groceries myself.
GC-104340,5,cancel
GC-112950,7,Honestly just not impressed with the food quality.
GC-100508,5,"Too many ingredients to prep, more work than it's worth."
GC-107809,2,Portions were small and the seasoning was bland. Disappointed.
GC-100906,3,Portions were small and the seasoning was bland. Disappointed.
GC-105601,2,The meals just weren't very tasty. Cancelling for good.
GC-107548,5,Found a cheaper service that I like better.
GC-110621,6,Started a new job with crazy hours and I have no time to cook right now. The meals were delicious.
GC-113185,2,Quality went downhill and I'm done with it. Never again.
GC-104576,1,Packaging waste was excessive and it's not worth the price.
GC-105982,7,"The food quality is great, just need to cut back on spending until my finances recover. Will resubscribe when things settle."
GC-103925,6,Portions were small and the seasoning was bland. Disappointed.
GC-100233,2,The meals just weren't very tasty. Cancelling for good.
GC-109404,5,Money's tight after some unexpected bills. The recipes are wonderful though. Hope to be back soon!
GC-109295,8,Going through some personal stuff right now and need to step back for now. Loved the meals. Will resubscribe when things settle.
GC-108920,1,Found a cheaper service that I like better.
GC-107068,5,Quality went downhill and I'm done with it. Never again.
GC-103115,4,Started a new job with crazy hours and I have no time to cook right now. The meals were delicious. Will resubscribe when things settle.
GC-104721,2,Honestly just not impressed with the food quality.
GC-108969,2,Portions were small and the seasoning was bland. Disappointed.
GC-106234,3,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. I'll come back once I can.
GC-106972,5,no comment
GC-105003,4,n/a
GC-104680,1,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Looking forward to returning.
GC-111746,3,Found a cheaper service that I like better.
GC-105362,3,cancel
GC-103446,7,Overpriced compared to just buying groceries myself.
GC-106738,3,Honestly just not impressed with the food quality.
GC-102540,5,Way too expensive for what you get. Not worth it.
GC-103437,6,Portions were small and the seasoning was bland. Disappointed.
GC-103333,6,Found a cheaper service that I like better.
GC-106352,1,Money's tight after some unexpected bills. The recipes are wonderful though. I'll come back once I can.
GC-104716,5,Overpriced compared to just buying groceries myself.
GC-104181,6,Found a cheaper service that I like better.
GC-108501,6,Overpriced compared to just buying groceries myself.
GC-103265,2,I absolutely love these meals but money is really tight right now and I can't afford it this month. Hope to be back soon!
GC-100016,1,The meals just weren't very tasty. Cancelling for good.
GC-107162,3,Portions were small and the seasoning was bland. Disappointed.
GC-113179,4,Honestly just not impressed with the food quality.
GC-111730,3,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-113355,4,Found a cheaper service that I like better.
GC-104306,3,stop
GC-105082,3,Going through some personal stuff right now and need to step back for now. Loved the meals. Looking forward to returning.
GC-109822,7,Packaging waste was excessive and it's not worth the price.
GC-109590,7,Packaging waste was excessive and it's not worth the price.
GC-101733,6,Portions were small and the seasoning was bland. Disappointed.
GC-111008,1,cancel
GC-109699,4,Found a cheaper service that I like better.
GC-109876,5,Packaging waste was excessive and it's not worth the price.
GC-105968,1,Way too expensive for what you get. Not worth it.
GC-101556,5,The meals just weren't very tasty. Cancelling for good.
GC-108043,4,Health issue means I need a different diet temporarily. Wonderful food otherwise. Will resubscribe when things settle.
GC-101605,6,"My schedule got really hectic this semester, just too busy to keep up. Great variety though."
GC-108770,3,Honestly just not impressed with the food quality.
GC-111778,3,Portions were small and the seasoning was bland. Disappointed.
GC-102295,8,Honestly just not impressed with the food quality.
GC-108965,6,Going through some personal stuff right now and need to step back for now. Loved the meals.
GC-102792,1,Way too expensive for what you get. Not worth it.
GC-111791,8,Way too expensive for what you get. Not worth it.
GC-109086,7,Quality went downhill and I'm done with it. Never again.
GC-103986,3,The recipes got really repetitive and boring after a while.
GC-106579,4,Going through some personal stuff right now and need to step back for now. Loved the meals.
GC-101728,1,The meals just weren't very tasty. Cancelling for good.
GC-102576,1,Traveling for work for the next two months so I have to pause. The meals were fantastic.
GC-107119,8,Way too expensive for what you get. Not worth it.
GC-109589,6,Packaging waste was excessive and it's not worth the price.
GC-108362,3,Found a cheaper service that I like better.
GC-102076,5,Honestly just not impressed with the food quality.
GC-104079,8,Found a cheaper service that I like better.
GC-100075,4,Money's tight after some unexpected bills. The recipes are wonderful though. Will resubscribe when things settle.
GC-107116,5,Portions were small and the seasoning was bland. Disappointed.
GC-100852,5,Some family circumstances mean I have to pause temporarily. The food was wonderful.
GC-106384,1,The meals just weren't very tasty. Cancelling for good.
GC-109801,2,Going through some personal stuff right now and need to step back for now. Loved the meals. I'll come back once I can.
GC-104992,1,Quality went downhill and I'm done with it. Never again.
GC-112112,1,The recipes got really repetitive and boring after a while.
GC-103218,3,Overpriced compared to just buying groceries myself.
GC-105687,8,Packaging waste was excessive and it's not worth the price.
GC-109641,2,The meals just weren't very tasty. Cancelling for good.
GC-110474,3,Portions were small and the seasoning was bland. Disappointed.
GC-106215,8,Found a cheaper service that I like better.
GC-112534,7,stop
GC-109833,2,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. I'll come back once I can.
GC-106756,5,done
GC-109098,3,The recipes got really repetitive and boring after a while.
GC-111712,1,Going through some personal stuff right now and need to step back for now. Loved the meals. Looking forward to returning.
GC-103442,3,"On the road for a long business trip, won't be home to cook. Really enjoyed it. Will resubscribe when things settle."
GC-106130,3,Honestly just not impressed with the food quality.
GC-114178,3,Money's tight after some unexpected bills. The recipes are wonderful though. Hope to be back soon!
GC-113541,6,Packaging waste was excessive and it's not worth the price.
GC-102161,2,Found a cheaper service that I like better.
GC-104487,8,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Hope to be back soon!
GC-101166,7,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients.
GC-101098,3,Honestly just not impressed with the food quality.
GC-106517,6,Packaging waste was excessive and it's not worth the price.
GC-107271,8,The meals just weren't very tasty. Cancelling for good.
GC-111627,4,Recovering from surgery and my doctor changed my diet for now. The meals were great while they lasted.
GC-102648,1,Overpriced compared to just buying groceries myself.
GC-103993,2,The recipes got really repetitive and boring after a while.
GC-111409,2,Packaging waste was excessive and it's not worth the price.
GC-113362,3,cancel
GC-111195,4,stop
GC-101364,5,Started a new job with crazy hours and I have no time to cook right now. The meals were delicious. I'll come back once I can.
GC-110452,5,none
GC-112331,4,The meals just weren't very tasty. Cancelling for good.
GC-109185,2,"The food quality is great, just need to cut back on spending until my finances recover. Hope to be back soon!"
GC-104132,5,Health issue means I need a different diet temporarily. Wonderful food otherwise.
GC-106124,5,stop
GC-110776,1,I absolutely love these meals but money is really tight right now and I can't afford it this month. Will resubscribe when things settle.
GC-100656,1,The recipes got really repetitive and boring after a while.
GC-109375,8,Quality went downhill and I'm done with it. Never again.
GC-113695,8,Honestly just not impressed with the food quality.
GC-101744,1,Portions were small and the seasoning was bland. Disappointed.
GC-112800,1,n/a
GC-110315,4,done
GC-102098,3,Honestly just not impressed with the food quality.
GC-103857,2,Packaging waste was excessive and it's not worth the price.
GC-107469,6,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Looking forward to returning.
GC-109847,8,Packaging waste was excessive and it's not worth the price.
GC-109643,4,Going through some personal stuff right now and need to step back for now. Loved the meals.
GC-110393,2,"My schedule got really hectic this semester, just too busy to keep up. Great variety though."
GC-111635,4,-
GC-103114,3,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Looking forward to returning.
GC-112225,2,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Will resubscribe when things settle.
GC-102257,2,"My schedule got really hectic this semester, just too busy to keep up. Great variety though. Looking forward to returning."
GC-108456,1,Money's tight after some unexpected bills. The recipes are wonderful though. Will resubscribe when things settle.
GC-110773,6,Packaging waste was excessive and it's not worth the price.
GC-103490,3,Honestly just not impressed with the food quality.
GC-104392,1,cancel
GC-110555,4,Way too expensive for what you get. Not worth it.
GC-108011,4,I absolutely love these meals but money is really tight right now and I can't afford it this month. Looking forward to returning.
GC-113371,4,Going through a medical treatment and can't manage cooking at the moment. Loved the quality.
GC-111684,5,The recipes got really repetitive and boring after a while.
GC-108477,6,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-102270,7,The recipes got really repetitive and boring after a while.
GC-105992,1,Found a cheaper service that I like better.
GC-108432,1,Packaging waste was excessive and it's not worth the price.
GC-103103,8,Found a cheaper service that I like better.
GC-110460,5,Honestly just not impressed with the food quality.
GC-108988,5,"Too many ingredients to prep, more work than it's worth."
GC-105449,2,Honestly just not impressed with the food quality.
GC-100810,3,Quality went downhill and I'm done with it. Never again.
GC-103057,2,The meals just weren't very tasty. Cancelling for good.
GC-111906,3,Overpriced compared to just buying groceries myself.
GC-113567,8,Packaging waste was excessive and it's not worth the price.
GC-106844,5,Started a new job with crazy hours and I have no time to cook right now. The meals were delicious. Will resubscribe when things settle.
GC-112088,1,Packaging waste was excessive and it's not worth the price.
GC-109900,5,Packaging waste was excessive and it's not worth the price.
GC-106881,2,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-101498,3,Quality went downhill and I'm done with it. Never again.
GC-100329,2,The recipes got really repetitive and boring after a while.
GC-107798,7,Some family circumstances mean I have to pause temporarily. The food was wonderful.
GC-105140,5,Honestly just not impressed with the food quality.
GC-100198,7,The recipes got really repetitive and boring after a while.
GC-110429,6,Packaging waste was excessive and it's not worth the price.
GC-110225,2,The recipes got really repetitive and boring after a while.
GC-110732,5,Portions were small and the seasoning was bland. Disappointed.
GC-108894,7,Found a cheaper service that I like better.
GC-102243,4,The recipes got really repetitive and boring after a while.
GC-108677,6,Money's tight after some unexpected bills. The recipes are wonderful though. Will resubscribe when things settle.
GC-107734,7,Packaging waste was excessive and it's not worth the price.
GC-100791,8,"The food quality is great, just need to cut back on spending until my finances recover."
GC-105069,6,Quality went downhill and I'm done with it. Never again.
GC-108565,6,Money's tight after some unexpected bills. The recipes are wonderful though. I'll come back once I can.
GC-110022,7,Honestly just not impressed with the food quality.
GC-113242,3,The recipes got really repetitive and boring after a while.
GC-102253,6,The recipes got really repetitive and boring after a while.
GC-112673,2,The recipes got really repetitive and boring after a while.
GC-107117,6,Packaging waste was excessive and it's not worth the price.
GC-105618,3,Overpriced compared to just buying groceries myself.
GC-100165,6,Packaging waste was excessive and it's not worth the price.
GC-113477,6,Packaging waste was excessive and it's not worth the price.
GC-101967,8,Quality went downhill and I'm done with it. Never again.
GC-106798,7,Quality went downhill and I'm done with it. Never again.
GC-107790,7,Honestly just not impressed with the food quality.
GC-107255,8,Found a cheaper service that I like better.
GC-102879,8,"On the road for a long business trip, won't be home to cook. Really enjoyed it."
GC-111345,2,The meals just weren't very tasty. Cancelling for good.
GC-113860,5,Way too expensive for what you get. Not worth it.
GC-105482,3,New shift means I'm never home for dinner. I really enjoyed the recipes.
GC-108814,7,"The food quality is great, just need to cut back on spending until my finances recover. Hope to be back soon!"
GC-106587,4,"In the middle of a move to a new apartment. Great recipes, will miss them. Hope to be back soon!"
GC-105179,4,Overpriced compared to just buying groceries myself.
GC-102254,7,Portions were small and the seasoning was bland. Disappointed.
GC-108144,1,-
GC-101232,1,Quality went downhill and I'm done with it. Never again.
GC-105984,1,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-110712,1,"My schedule got really hectic this semester, just too busy to keep up. Great variety though. Looking forward to returning."
GC-104046,7,no comment
GC-110840,1,Going through some personal stuff right now and need to step back for now. Loved the meals.
GC-102502,7,Portions were small and the seasoning was bland. Disappointed.
GC-102742,7,Portions were small and the seasoning was bland. Disappointed.
GC-111995,4,Portions were small and the seasoning was bland. Disappointed.
GC-109663,8,Overpriced compared to just buying groceries myself.
GC-109690,3,"Just had a baby and life is chaos right now, need to simplify. The recipes were great. Looking forward to returning."
GC-105123,4,Found a cheaper service that I like better.
GC-108859,4,"My schedule got really hectic this semester, just too busy to keep up. Great variety though."
GC-106897,2,"The food quality is great, just need to cut back on spending until my finances recover."
GC-110279,8,The recipes got really repetitive and boring after a while.
GC-111774,7,Honestly just not impressed with the food quality.
GC-102499,4,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients.
GC-109030,7,Quality went downhill and I'm done with it. Never again.
GC-101064,1,The recipes got really repetitive and boring after a while.
GC-113588,5,Packaging waste was excessive and it's not worth the price.
GC-102885,6,Honestly just not impressed with the food quality.
GC-108879,8,Honestly just not impressed with the food quality.
GC-107296,1,Quality went downhill and I'm done with it. Never again.
GC-104558,7,The meals just weren't very tasty. Cancelling for good.
GC-101173,6,"Too many ingredients to prep, more work than it's worth."
GC-103864,1,Honestly just not impressed with the food quality.
GC-108537,2,Portions were small and the seasoning was bland. Disappointed.
GC-105898,3,Overpriced compared to just buying groceries myself.
GC-112561,2,"The food quality is great, just need to cut back on spending until my finances recover."
GC-106900,5,Way too expensive for what you get. Not worth it.
GC-112239,8,The recipes got really repetitive and boring after a while.
GC-107804,5,Portions were small and the seasoning was bland. Disappointed.
GC-105868,5,New shift means I'm never home for dinner. I really enjoyed the recipes.
GC-102563,4,Portions were small and the seasoning was bland. Disappointed.
GC-106928,1,Portions were small and the seasoning was bland. Disappointed.
GC-112906,3,The recipes got really repetitive and boring after a while.
GC-108303,8,Overpriced compared to just buying groceries myself.
GC-101708,5,"Too many ingredients to prep, more work than it's worth."
GC-107990,7,The recipes got really repetitive and boring after a while.
GC-109983,8,Portions were small and the seasoning was bland. Disappointed.
GC-112873,2,Portions were small and the seasoning was bland. Disappointed.
GC-102137,2,Portions were small and the seasoning was bland. Disappointed.
GC-112595,4,The meals just weren't very tasty. Cancelling for good.
GC-111200,1,The recipes got really repetitive and boring after a while.
GC-108984,1,Health issue means I need a different diet temporarily. Wonderful food otherwise. Hope to be back soon!
GC-102911,8,Portions were small and the seasoning was bland. Disappointed.
GC-100610,3,I absolutely love these meals but money is really tight right now and I can't afford it this month. Hope to be back soon!
GC-107071,8,Packaging waste was excessive and it's not worth the price.
GC-111671,8,Portions were small and the seasoning was bland. Disappointed.
GC-103693,6,Quality went downhill and I'm done with it. Never again.
GC-107706,3,Quality went downhill and I'm done with it. Never again.
GC-108926,7,none
GC-103021,6,Way too expensive for what you get. Not worth it.
GC-107805,6,n/a
GC-109672,1,Overpriced compared to just buying groceries myself.
GC-110678,7,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Will resubscribe when things settle.
GC-102697,2,Overpriced compared to just buying groceries myself.
GC-111656,1,Overpriced compared to just buying groceries myself.
GC-105091,4,"The food quality is great, just need to cut back on spending until my finances recover. I'll come back once I can."
GC-108888,1,The recipes got really repetitive and boring after a while.
GC-108236,5,The meals just weren't very tasty. Cancelling for good.
GC-104920,1,"Too many ingredients to prep, more work than it's worth."
GC-103461,6,The recipes got really repetitive and boring after a while.
GC-113526,7,Portions were small and the seasoning was bland. Disappointed.
GC-100299,4,Overpriced compared to just buying groceries myself.
GC-102320,1,The meals just weren't very tasty. Cancelling for good.
GC-113310,7,"The food quality is great, just need to cut back on spending until my finances recover. I'll come back once I can."
GC-104401,2,Quality went downhill and I'm done with it. Never again.
GC-105659,4,Found a cheaper service that I like better.
GC-104427,4,Going through some personal stuff right now and need to step back for now. Loved the meals. I'll come back once I can.
GC-101973,6,Overpriced compared to just buying groceries myself.
GC-100851,4,Quality went downhill and I'm done with it. Never again.
GC-113397,6,Found a cheaper service that I like better.
GC-104662,7,Expecting a newborn soon and need to scale back for now. Loved the meals. Hope to be back soon!
GC-100176,1,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients.
GC-113962,3,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Looking forward to returning.
GC-107888,1,Found a cheaper service that I like better.
GC-112841,2,Money's tight after some unexpected bills. The recipes are wonderful though. I'll come back once I can.
GC-112815,8,Packaging waste was excessive and it's not worth the price.
GC-111887,8,Way too expensive for what you get. Not worth it.
GC-109532,5,Portions were small and the seasoning was bland. Disappointed.
GC-105408,1,Way too expensive for what you get. Not worth it.
GC-105624,1,Traveling for work for the next two months so I have to pause. The meals were fantastic. Hope to be back soon!
GC-104732,5,Going through some personal stuff right now and need to step back for now. Loved the meals. I'll come back once I can.
GC-105991,8,Found a cheaper service that I like better.
GC-112038,7,Way too expensive for what you get. Not worth it.
GC-111603,4,quit
GC-106847,8,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients.
GC-111152,1,"Too many ingredients to prep, more work than it's worth."
GC-113843,4,Way too expensive for what you get. Not worth it.
GC-106614,7,The meals just weren't very tasty. Cancelling for good.
GC-104669,6,Found a cheaper service that I like better.
GC-112829,6,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Hope to be back soon!
GC-110527,8,The recipes got really repetitive and boring after a while.
GC-104336,1,Honestly just not impressed with the food quality.
GC-108851,4,New shift means I'm never home for dinner. I really enjoyed the recipes. Hope to be back soon!
GC-108939,4,"Too many ingredients to prep, more work than it's worth."
GC-110437,6,The recipes got really repetitive and boring after a while.
GC-114135,8,Quality went downhill and I'm done with it. Never again.
GC-109709,6,Quality went downhill and I'm done with it. Never again.
GC-113194,3,none
GC-113677,6,Honestly just not impressed with the food quality.
GC-104966,7,Honestly just not impressed with the food quality.
GC-104870,7,Quality went downhill and I'm done with it. Never again.
GC-107992,1,done
GC-102440,1,"Too many ingredients to prep, more work than it's worth."
GC-104513,2,Honestly just not impressed with the food quality.
GC-110381,6,"The food quality is great, just need to cut back on spending until my finances recover."
GC-111608,1,Overpriced compared to just buying groceries myself.
GC-102731,4,Money's tight after some unexpected bills. The recipes are wonderful though. Will resubscribe when things settle.
GC-108202,3,"Too many ingredients to prep, more work than it's worth."
GC-109065,2,Money's tight after some unexpected bills. The recipes are wonderful though. I'll come back once I can.
GC-104859,4,Found a cheaper service that I like better.
GC-102282,3,Overpriced compared to just buying groceries myself.
GC-102159,8,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-101453,6,Money's tight after some unexpected bills. The recipes are wonderful though. Hope to be back soon!
GC-107230,7,Going through some personal stuff right now and need to step back for now. Loved the meals. Looking forward to returning.
GC-104735,8,Found a cheaper service that I like better.
GC-112523,4,Quality went downhill and I'm done with it. Never again.
GC-112725,6,quit
GC-107334,7,"Too many ingredients to prep, more work than it's worth."
GC-111126,7,Started a new job with crazy hours and I have no time to cook right now. The meals were delicious. Looking forward to returning.
GC-106158,7,no comment
GC-105116,5,Overpriced compared to just buying groceries myself.
GC-113255,8,Way too expensive for what you get. Not worth it.
GC-103177,2,Quality went downhill and I'm done with it. Never again.
GC-104768,1,no
GC-105922,3,Money's tight after some unexpected bills. The recipes are wonderful though. I'll come back once I can.
GC-106277,6,Way too expensive for what you get. Not worth it.
GC-102284,5,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Looking forward to returning.
GC-111303,8,stop
GC-104936,1,"Too many ingredients to prep, more work than it's worth."
GC-110537,2,Way too expensive for what you get. Not worth it.
GC-110322,3,Packaging waste was excessive and it's not worth the price.
GC-101688,1,Found a cheaper service that I like better.
GC-105683,4,The meals just weren't very tasty. Cancelling for good.
GC-107001,2,"The food quality is great, just need to cut back on spending until my finances recover. Hope to be back soon!"
GC-107745,2,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-100933,6,Overpriced compared to just buying groceries myself.
GC-114090,3,"Too many ingredients to prep, more work than it's worth."
GC-104626,3,"Too many ingredients to prep, more work than it's worth."
GC-113395,4,Quality went downhill and I'm done with it. Never again.
GC-108953,2,Overpriced compared to just buying groceries myself.
GC-111690,3,Honestly just not impressed with the food quality.
GC-106744,1,Quality went downhill and I'm done with it. Never again.
GC-113061,6,Overpriced compared to just buying groceries myself.
GC-104485,6,The recipes got really repetitive and boring after a while.
GC-108402,3,Honestly just not impressed with the food quality.
GC-111468,5,"My schedule got really hectic this semester, just too busy to keep up. Great variety though. Looking forward to returning."
GC-110829,6,Started a new job with crazy hours and I have no time to cook right now. The meals were delicious.
GC-106927,8,"Too many ingredients to prep, more work than it's worth."
GC-102493,6,"The food quality is great, just need to cut back on spending until my finances recover."
GC-113935,8,Way too expensive for what you get. Not worth it.
GC-112310,7,Overpriced compared to just buying groceries myself.
GC-111959,8,none
GC-107727,8,Found a cheaper service that I like better.
GC-112394,3,"My schedule got really hectic this semester, just too busy to keep up. Great variety though. I'll come back once I can."
GC-101751,8,Overpriced compared to just buying groceries myself.
GC-112600,1,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-112285,6,Some family circumstances mean I have to pause temporarily. The food was wonderful. Will resubscribe when things settle.
GC-105759,8,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-106111,8,Way too expensive for what you get. Not worth it.
GC-102818,3,Portions were small and the seasoning was bland. Disappointed.
GC-103195,4,The recipes got really repetitive and boring after a while.
GC-114119,8,"Too many ingredients to prep, more work than it's worth."
GC-106521,2,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients.
GC-104404,5,The recipes got really repetitive and boring after a while.
GC-100476,5,no comment
GC-106519,8,Packaging waste was excessive and it's not worth the price.
GC-103418,3,Packaging waste was excessive and it's not worth the price.
GC-112323,4,Quality went downhill and I'm done with it. Never again.
GC-105947,4,Honestly just not impressed with the food quality.
GC-100003,4,The recipes got really repetitive and boring after a while.
GC-109604,5,I absolutely love these meals but money is really tight right now and I can't afford it this month. Will resubscribe when things settle.
GC-105670,7,Packaging waste was excessive and it's not worth the price.
GC-107976,1,Out of town for work for a while. Loved the variety and seasoning.
GC-106084,5,Overpriced compared to just buying groceries myself.
GC-108057,2,Portions were small and the seasoning was bland. Disappointed.
GC-113765,6,Packaging waste was excessive and it's not worth the price.
GC-113801,2,Way too expensive for what you get. Not worth it.
GC-101420,5,Way too expensive for what you get. Not worth it.
GC-106128,1,Found a cheaper service that I like better.
GC-110301,6,Found a cheaper service that I like better.
GC-103735,8,Portions were small and the seasoning was bland. Disappointed.
GC-113238,7,stop
GC-103457,2,Honestly just not impressed with the food quality.
GC-109555,4,Quality went downhill and I'm done with it. Never again.
GC-100672,1,"Too many ingredients to prep, more work than it's worth."
GC-113243,4,Way too expensive for what you get. Not worth it.
GC-111246,7,Way too expensive for what you get. Not worth it.
GC-112909,6,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-101689,2,Packaging waste was excessive and it's not worth the price.
GC-106117,6,Money's tight after some unexpected bills. The recipes are wonderful though. I'll come back once I can.
GC-109814,7,"The food quality is great, just need to cut back on spending until my finances recover. Looking forward to returning."
GC-105585,2,"Too many ingredients to prep, more work than it's worth."
GC-103851,4,The meals just weren't very tasty. Cancelling for good.
GC-100718,7,Found a cheaper service that I like better.
GC-109631,8,Found a cheaper service that I like better.
GC-112617,2,none
GC-104058,3,-
GC-110216,1,"Too many ingredients to prep, more work than it's worth."
GC-105665,2,no comment
GC-107174,7,The recipes got really repetitive and boring after a while.
GC-114134,7,Honestly just not impressed with the food quality.
GC-103633,2,New shift means I'm never home for dinner. I really enjoyed the recipes.
GC-112706,3,"Too many ingredients to prep, more work than it's worth."
GC-103049,2,done
GC-106964,5,Expecting a newborn soon and need to scale back for now. Loved the meals.
GC-104033,2,The meals just weren't very tasty. Cancelling for good.
GC-108818,3,"Too many ingredients to prep, more work than it's worth."
GC-100026,3,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-101782,7,Way too expensive for what you get. Not worth it.
GC-111205,6,Quality went downhill and I'm done with it. Never again.
GC-113474,3,The meals just weren't very tasty. Cancelling for good.
GC-105038,7,Packaging waste was excessive and it's not worth the price.
GC-110759,8,Overpriced compared to just buying groceries myself.
GC-111890,3,Portions were small and the seasoning was bland. Disappointed.
GC-108326,7,Packaging waste was excessive and it's not worth the price.
GC-101841,2,The meals just weren't very tasty. Cancelling for good.
GC-113464,1,stop
GC-109325,6,The meals just weren't very tasty. Cancelling for good.
GC-101458,3,The recipes got really repetitive and boring after a while.
GC-101063,8,The meals just weren't very tasty. Cancelling for good.
GC-106395,4,The recipes got really repetitive and boring after a while.
GC-106743,8,The meals just weren't very tasty. Cancelling for good.
GC-106303,8,Packaging waste was excessive and it's not worth the price.
GC-107940,5,Packaging waste was excessive and it's not worth the price.
GC-108363,4,Honestly just not impressed with the food quality.
GC-102335,8,The recipes got really repetitive and boring after a while.
GC-101875,4,Started a new job with crazy hours and I have no time to cook right now. The meals were delicious.
GC-101799,8,Way too expensive for what you get. Not worth it.
GC-105825,2,The recipes got really repetitive and boring after a while.
GC-103589,6,"Too many ingredients to prep, more work than it's worth."
GC-100930,3,The recipes got really repetitive and boring after a while.
GC-105578,3,Packaging waste was excessive and it's not worth the price.
GC-110515,4,Health issue means I need a different diet temporarily. Wonderful food otherwise. Will resubscribe when things settle.
GC-107397,6,"The food quality is great, just need to cut back on spending until my finances recover. Will resubscribe when things settle."
GC-107366,7,Overpriced compared to just buying groceries myself.
GC-110384,1,Honestly just not impressed with the food quality.
GC-110383,8,Packaging waste was excessive and it's not worth the price.
GC-112569,2,-
GC-112988,5,"Too many ingredients to prep, more work than it's worth."
GC-100562,3,cancel
GC-106227,4,Way too expensive for what you get. Not worth it.
GC-111197,6,Overpriced compared to just buying groceries myself.
GC-101775,8,Way too expensive for what you get. Not worth it.
GC-110503,8,Found a cheaper service that I like better.
GC-106034,3,Some family circumstances mean I have to pause temporarily. The food was wonderful. Will resubscribe when things settle.
GC-104252,5,New shift means I'm never home for dinner. I really enjoyed the recipes. Looking forward to returning.
GC-106228,5,Quality went downhill and I'm done with it. Never again.
GC-112106,3,"Too many ingredients to prep, more work than it's worth."
GC-111003,4,Portions were small and the seasoning was bland. Disappointed.
GC-108423,8,The meals just weren't very tasty. Cancelling for good.
GC-102967,8,Honestly just not impressed with the food quality.
GC-102925,6,The meals just weren't very tasty. Cancelling for good.
GC-103751,8,n/a
GC-108009,2,"Too many ingredients to prep, more work than it's worth."
GC-101512,1,.
GC-108760,1,Found a cheaper service that I like better.
GC-105529,2,Overpriced compared to just buying groceries myself.
GC-105970,3,Honestly just not impressed with the food quality.
GC-105025,2,Quality went downhill and I'm done with it. Never again.
GC-108008,1,Overpriced compared to just buying groceries myself.
GC-113575,8,Way too expensive for what you get. Not worth it.
